Character,Field,Value
Denise Osbourne,Children,Daniel Osbourne (1995)
Denise Osbourne,First appearance,4th December 1992
Denise Osbourne,Last appearance,9th June 2017
Denise Osbourne,Duration,"1992-1997, 2007, 2017"
Denise Osbourne,Number of appearances,289
Denise Osbourne,Played by,Denise Black
Ali Neeson,Occupation,Trainee general practitioner
Ali Neeson,Born,14th January 1992
Ali Neeson,Birthplace,Weatherfield
Ali Neeson,Residence,Liverpool
Ali Neeson,Father,Dean (biological)Nick Neeson (legal father)
Ali Neeson,Mother,Michelle Connor (biological)Wendy Neeson (legal mother)
Ali Neeson,Sibling(s),Ryan Connor (legal brother)  Ruairi McDonald (half-brother)
Ali Neeson,First appearance,17th December 2007
Ali Neeson,Last appearance,13th March 2020
Ali Neeson,Duration,"2007-2008, 2018-2020"
Ali Neeson,Number of appearances,215
Ali Neeson,Played by,Dario Coates (2007-2008)James Burrows (2018-2020)
Janet Barlow,Occupation,Town clerk
Janet Barlow,Born,28th November 1942
Janet Barlow,Birthplace,Keswick
Janet Barlow,Died,21st February 1977
Janet Barlow,Father,Charles Reid
Janet Barlow,Mother,Jacqueline Reid
Janet Barlow,Sibling(s),Helen Reid
Janet Barlow,Spouse(s),Ken Barlow (1973)
Janet Barlow,First appearance,16th June 1969
Janet Barlow,Last appearance,21st February 1977
Janet Barlow,Duration,"1969, 1971, 1973-1974, 1975, 1977"
Janet Barlow,Number of appearances,71
Janet Barlow,Played by,Judith Barker
Sarah Platt,Occupation,Underworld manager
Sarah Platt,Born,2nd February 1987
Sarah Platt,Birthplace,Weatherfield General
Sarah Platt,Residence,7 Redbank Apartments
Sarah Platt,Father,Brian TilsleyMartin Platt (adoptive)
Sarah Platt,Mother,Gail Chadwick
Sarah Platt,Sibling(s),Nick TilsleyDavid Platt (half-brother)Charlotte Platt (adoptive half-sister)
Sarah Platt,Spouse(s),Jason Grimshaw (2007)Adam Barlow (2020)
Sarah Platt,Children,Bethany Platt (2000)Billy Platt (2004)Harry Platt (2016)
Sarah Platt,First appearance,2nd February 1987
Sarah Platt,Duration,"1987-2008, 2015 to present"
Sarah Platt,Number of appearances,2725 (as of Episode 11557/8)
Sarah Platt,Played by,Leah King (1987)Lynsay King (1987-1999)Tina O'Brien (1999 to present)
Jed Stone,Occupation,Criminal (retired)
Jed Stone,Born,6th March 1940
Jed Stone,Birthplace,Liverpool
Jed Stone,Residence,"Square Apartments, Wigan"
Jed Stone,Father,"""Spider"" Stone"
Jed Stone,First appearance,24th April 1961
Jed Stone,Last appearance,2nd February 2009
Jed Stone,Duration,"1961, 1962-1963, 1966, 2008-2009"
Jed Stone,Number of appearances,128
Jed Stone,Played by,Kenneth Cope
Bert Tilsley,Occupation,Fitter
Bert Tilsley,Born,8th June 1935
Bert Tilsley,Died,16th January 1984
Bert Tilsley,Sibling(s),Trevor Tilsley  Ethel Latimer  Doris Tilsley
Bert Tilsley,Spouse(s),Ivy Nelson (1956)
Bert Tilsley,Children,Brian Tilsley (1958)
Bert Tilsley,First appearance,29th January 1979
Bert Tilsley,Last appearance,27th July 1983
Bert Tilsley,Duration,1979-1983
Bert Tilsley,Number of appearances,221
Bert Tilsley,Played by,Peter Dudley
Warren Baldwin,Occupation,Footballer
Warren Baldwin,Born,31st December 1986
Warren Baldwin,Residence,Spain
Warren Baldwin,Father,Danny Baldwin
Warren Baldwin,Mother,Frankie Baldwin
Warren Baldwin,Sibling(s),Jamie Baldwin (half-brother)
Warren Baldwin,First appearance,13th August 2004
Warren Baldwin,Last appearance,22nd November 2006
Warren Baldwin,Duration,"2004-2005, 2006"
Warren Baldwin,Number of appearances,73
Warren Baldwin,Played by,Danny Young
Deirdre Barlow,Occupation,Receptionist
Deirdre Barlow,Born,8th July 1955
Deirdre Barlow,Birthplace,Weatherfield
Deirdre Barlow,Died,8th July 2015
Deirdre Barlow,Father,Donald Hunt
Deirdre Barlow,Mother,Blanche Hunt
Deirdre Barlow,Spouse(s),"Ray Langton (1975)Ken Barlow (1981, 2005)Samir Rachid (1994)"
Deirdre Barlow,Children,Tracy McDonald (1977)
Deirdre Barlow,First appearance,20th November 1972
Deirdre Barlow,Last appearance,8th October 2014
Deirdre Barlow,Duration,"1972, 1973-2014"
Deirdre Barlow,Number of appearances,3346
Deirdre Barlow,Played by,Anne Kirkbride
George Wardle,Occupation,Van driver
George Wardle,Sibling(s),A brother
George Wardle,Spouse(s),Myra Wardle
George Wardle,First appearance,11th March 1985
George Wardle,Last appearance,12th February 1986
George Wardle,Duration,1985-1986
George Wardle,Number of appearances,59
George Wardle,Played by,Ron Davies
Ivan Cheveski,Born,14th February 1936
Ivan Cheveski,Birthplace,Poland
Ivan Cheveski,Residence,Birmingham
Ivan Cheveski,Father,Kazimierz Cheveski
Ivan Cheveski,Mother,Biasia Cheveski
Ivan Cheveski,Spouse(s),Linda Tanner (1958)
Ivan Cheveski,Children,Paul Cheveski (1961)  Martin Cheveski (1964)
Ivan Cheveski,First appearance,14th December 1960
Ivan Cheveski,Last appearance,27th December 1967
Ivan Cheveski,Duration,"1960-1961, 1962-1963, 1966, 1967"
Ivan Cheveski,Number of appearances,76
Ivan Cheveski,Played by,Ernst Walder
Owen Armstrong,Born,20th September 1958
Owen Armstrong,Residence,Aberdeen
Owen Armstrong,Spouse(s),Linda Hancock (divorced)
Owen Armstrong,Children,Izzy Armstrong (1986)Katy Armstrong (1994)
Owen Armstrong,First appearance,9th June 2010
Owen Armstrong,Last appearance,15th April 2015
Owen Armstrong,Duration,2010-2015
Owen Armstrong,Number of appearances,547
Owen Armstrong,Played by,Ian Puleston-Davies
Frank Barlow,Occupation,Retired Postman and DIY shop owner
Frank Barlow,Born,19th October 1913
Frank Barlow,Birthplace,Weatherfield
Frank Barlow,Died,prior to April 1975
Frank Barlow,Father,Sidney Barlow
Frank Barlow,Mother,Edna Barlow
Frank Barlow,Sibling(s),Marjorie Barlow
Frank Barlow,Spouse(s),Ida Leathers (1938)
Frank Barlow,Children,Ken Barlow (1939)David Barlow (1942)
Frank Barlow,First appearance,9th December 1960
Frank Barlow,Last appearance,3rd February 1971
Frank Barlow,Duration,"1960-1964, 1967, 1971"
Frank Barlow,Number of appearances,273
Frank Barlow,Played by,Frank Pemberton
Shirley Armitage,Occupation,Machinist
Shirley Armitage,Born,11th April 1961
Shirley Armitage,Birthplace,Weatherfield
Shirley Armitage,Residence,Gorton
Shirley Armitage,Father,Mr Armitage
Shirley Armitage,Mother,Mrs Armitage
Shirley Armitage,Sibling(s),Franklin Armitage  Lucy ArmitageFour other siblings
Shirley Armitage,First appearance,5th September 1983
Shirley Armitage,Last appearance,12th April 1989
Shirley Armitage,Duration,1983-1989
Shirley Armitage,Number of appearances,153
Shirley Armitage,Played by,Lisa Lewis
Dee-Dee Bailey,Occupation,Solicitor at Barlow Legal Services
Dee-Dee Bailey,Born,14th July 1995
Dee-Dee Bailey,Residence,15a Coronation Street
Dee-Dee Bailey,Father,Ed Bailey
Dee-Dee Bailey,Mother,Aggie Bailey
Dee-Dee Bailey,Sibling(s),Michael Bailey  James Bailey
Dee-Dee Bailey,Children,Laila Bailey (2025)
Dee-Dee Bailey,First appearance,28th September 2022
Dee-Dee Bailey,Duration,2022 to present
Dee-Dee Bailey,Number of appearances,429 (as of Episode 11557/8)
Dee-Dee Bailey,Played by,Channique Sterling-Brown
Lewis Archer,Occupation,Male Escort  Waiter
Lewis Archer,Born,2nd October 1950
Lewis Archer,Died,1st January 2019
Lewis Archer,First appearance,18th December 2009
Lewis Archer,Last appearance,1st January 2019
Lewis Archer,Duration,"2009-2010, 2012-2013, 2018-2019"
Lewis Archer,Number of appearances,186
Lewis Archer,Played by,Nigel Havers
Kate Connor,Born,16th November 1989
Kate Connor,Father,Johnny Connor
Kate Connor,Mother,Louisa Connor
Kate Connor,Sibling(s),Carla Connor (half-sister)Aidan Connor
Kate Connor,First appearance,5th October 2015
Kate Connor,Last appearance,13th September 2019
Kate Connor,Duration,2015-2019
Kate Connor,Number of appearances,447
Kate Connor,Played by,Faye Brookes
Tanya Pooley,Occupation,Barmaid
Tanya Pooley,Father,Dennis Pooley
Tanya Pooley,First appearance,31st May 1993
Tanya Pooley,Last appearance,23rd September 1994
Tanya Pooley,Duration,1993-1994
Tanya Pooley,Number of appearances,143
Tanya Pooley,Played by,Eva Pope
Hope Dobbs,Born,6th December 2010
Hope Dobbs,Birthplace,Weatherfield General
Hope Dobbs,Residence,9 Coronation Street
Hope Dobbs,Father,John Stape
Hope Dobbs,Mother,Fiz Dobbs
Hope Dobbs,Sibling(s),Jade Rowan (half-sister)
Hope Dobbs,First appearance,9th December 2010
Hope Dobbs,Duration,"2010-2014, 2015-2018, 2019 to present"
Hope Dobbs,Number of appearances,613 (as of Episode 11557/8)
Hope Dobbs,Played by,Harriet Atkins (2011)Sadie Pilbury (2011)Ava & Isla McCulloch (2011-2012) Faith & Nicole Holt (2013-2017)Isabella Flanagan (2017 to present)
Anne Malone,Occupation,Shop supervisor
Anne Malone,Died,9th October 1998
Anne Malone,Father,Ed Malone
Anne Malone,Mother,Sarah Malone
Anne Malone,First appearance,8th September 1995
Anne Malone,Last appearance,11th October 1998
Anne Malone,Duration,"1995-1997, 1998"
Anne Malone,Number of appearances,100
Anne Malone,Played by,Eve Steele
Christine Appleby,Occupation,Machinist
Christine Appleby,Born,19th April 1939
Christine Appleby,Birthplace,"13 Coronation Street,Weatherfield"
Christine Appleby,Father,George Hardman
Christine Appleby,Mother,May Hardman
Christine Appleby,Spouse(s),Colin Appleby (1962)
Christine Appleby,First appearance,14th December 1960
Christine Appleby,Last appearance,3rd July 1963
Christine Appleby,Duration,1960-1963
Christine Appleby,Number of appearances,123
Christine Appleby,Played by,Christine Hargreaves
Joanne Jackson,Occupation,Factory worker
Joanne Jackson,Born,5th January 1987
Joanne Jackson,Birthplace,Liberia
Joanne Jackson,First appearance,28th February 2005
Joanne Jackson,Last appearance,20th July 2007
Joanne Jackson,Duration,2005-2007
Joanne Jackson,Number of appearances,218
Joanne Jackson,Played by,Zaraah Abrahams
Paul Kershaw,Occupation,Firefighter
Paul Kershaw,Born,19th August
Paul Kershaw,Spouse(s),Lesley Kershaw (1988)
Paul Kershaw,First appearance,8th December 2010
Paul Kershaw,Last appearance,21st August 2013
Paul Kershaw,Duration,"2010, 2011-2013"
Paul Kershaw,Number of appearances,179
Paul Kershaw,Played by,Tony Hirst
Vicky McDonald,Occupation,Wine bar proprietor
Vicky McDonald,Born,8th January 1977
Vicky McDonald,Residence,Brighton
Vicky McDonald,Father,Tim Arden
Vicky McDonald,Mother,Sandra Arden
Vicky McDonald,Spouse(s),Steve McDonald (1995)Robert (1999)
Vicky McDonald,First appearance,5th January 1990
Vicky McDonald,Last appearance,30th December 1998
Vicky McDonald,Duration,"1990, 1991-1996, 1998"
Vicky McDonald,Number of appearances,260
Vicky McDonald,Played by,Helen Warburton (1990)  Chloe Newsome (1991-1998)
Charlie Ramsden,Occupation,Teacher
Charlie Ramsden,Born,c.1970
Charlie Ramsden,Mother,Pam Hargreaves (biological)  Mrs Johnson (adoptive)
Charlie Ramsden,Sibling(s),Christine Hargreaves (half-sister)  Luke Ashton (half-brother)
Charlie Ramsden,Spouse(s),Matt Ramsden (1992)
Charlie Ramsden,First appearance,22nd November 2000
Charlie Ramsden,Last appearance,16th April 2002
Charlie Ramsden,Duration,2000-2002
Charlie Ramsden,Number of appearances,103
Charlie Ramsden,Played by,Clare McGlinn
Dennis Tanner,Born,1st April 1942
Dennis Tanner,Birthplace,"11 Coronation Street,Weatherfield"
Dennis Tanner,Died,2020
Dennis Tanner,Father,Arnold Tanner
Dennis Tanner,Mother,Elsie Tanner
Dennis Tanner,Sibling(s),Linda Cheveski
Dennis Tanner,Spouse(s),Jenny Sutton (1968)Rita Sullivan (2012)
Dennis Tanner,First appearance,9th December 1960
Dennis Tanner,Last appearance,30th July 2014
Dennis Tanner,Duration,"1960-1962, 1963-1968, 2011-2014"
Dennis Tanner,Number of appearances,677
Dennis Tanner,Played by,Philip Lowrie
Craig Tinker,Occupation,Police Constable
Craig Tinker,Born,2nd September 1998
Craig Tinker,Residence,18a Victoria Street
Craig Tinker,Father,Darryl Parkins
Craig Tinker,Mother,Beth Sutherland
Craig Tinker,First appearance,5th August 2011 (1)
Craig Tinker,Duration,"2011, 2012 to present"
Craig Tinker,Number of appearances,771 (as of Episode 11557/8)
Craig Tinker,Played by,Colson Smith
Aggie Bailey,Occupation,Nurse
Aggie Bailey,Residence,Birmingham
Aggie Bailey,Father,Al
Aggie Bailey,Sibling(s),RaymondAt least two sisters
Aggie Bailey,Spouse(s),Ed Bailey (1990)
Aggie Bailey,Children,Michael BaileyDiana Bailey (1995)James Bailey
Aggie Bailey,First appearance,12th June 2019
Aggie Bailey,Last appearance,12th June 2023
Aggie Bailey,Duration,2019-2023
Aggie Bailey,Number of appearances,257
Aggie Bailey,Played by,Lorna Laidlaw
Eddie Yeats,Occupation,Binman
Eddie Yeats,Born,22nd August 1941
Eddie Yeats,Birthplace,Liverpool
Eddie Yeats,Residence,Bury
Eddie Yeats,Spouse(s),Marion Willis (1983)
Eddie Yeats,Children,Dawn Yeats (1984)
Eddie Yeats,First appearance,23rd December 1974
Eddie Yeats,Last appearance,2nd December 1987
Eddie Yeats,Duration,"1974-1975, 1976-1983, 1987"
Eddie Yeats,Number of appearances,511
Eddie Yeats,Played by,Geoffrey Hughes
Fred Elliott,Occupation,Butcher
Fred Elliott,Born,27th October 1938
Fred Elliott,Died,9th October 2006
Fred Elliott,Father,William Elliott
Fred Elliott,Mother,Amelia Elliott
Fred Elliott,Sibling(s),Beryl Peacock
Fred Elliott,Spouse(s),"Sybil Elliott (1959)  Maureen Holdsworth (1997)  Evelyn Sykes (2001, bigamous)"
Fred Elliott,Children,Ashley Peacock (1976)
Fred Elliott,First appearance,26th August 1994
Fred Elliott,Last appearance,11th October 2006
Fred Elliott,Duration,"1994, 1995, 1996-2006"
Fred Elliott,Number of appearances,1065
Fred Elliott,Played by,John Savident
Tom Ferguson,Occupation,Hairdresser
Tom Ferguson,Born,10th July 1980
Tom Ferguson,Father,Duggie Ferguson
Tom Ferguson,Mother,Laura Ferguson
Tom Ferguson,First appearance,3rd March 1999
Tom Ferguson,Last appearance,28th January 2000
Tom Ferguson,Duration,1999-2000
Tom Ferguson,Number of appearances,58
Tom Ferguson,Played by,Tom Wisdom
David Barlow,Occupation,Footballer
David Barlow,Born,4th July 1942
David Barlow,Birthplace,Weatherfield
David Barlow,Died,8th April 1970
David Barlow,Father,Frank Barlow
David Barlow,Mother,Ida Barlow
David Barlow,Sibling(s),Ken Barlow
David Barlow,Spouse(s),Irma Ogden (1965)
David Barlow,Children,Darren Barlow (1968)
David Barlow,First appearance,9th December 1960
David Barlow,Last appearance,10th April 1968
David Barlow,Duration,"1960-1961, 1963, 1964-1968"
David Barlow,Number of appearances,251
David Barlow,Played by,Alan Rothwell
Fred Gee,Occupation,Barman
Fred Gee,Born,6th October 1929
Fred Gee,Died,1998
Fred Gee,Sibling(s),a brother and a sister
Fred Gee,Spouse(s),Edna Gee  Eunice Nuttall (1981)
Fred Gee,First appearance,29th September 1975
Fred Gee,Last appearance,28th November 1984
Fred Gee,Duration,"1975,  1976-1984"
Fred Gee,Number of appearances,561
Fred Gee,Played by,Fred Feast
Carys Winter-Brown,Born,30th October 2019
Carys Winter-Brown,Birthplace,"Llandudno, Wales"
Carys Winter-Brown,Residence,5 Coronation Street
Carys Winter-Brown,Father,Chesney Winter-Brown
Carys Winter-Brown,Mother,Gemma Winter-Brown
Carys Winter-Brown,Sibling(s),Joseph Brown (half-brother)  Aled Winter-Brown  Bryn Winter-Brown  Llio Winter-Brown
Carys Winter-Brown,First appearance,30th October 2019
Carys Winter-Brown,Duration,"2019-2020, 2022 to present"
Carys Winter-Brown,Number of appearances,91 (as of Episode 11557/8)
Carys Winter-Brown,Played by,James Holt (2019-2020)   Arthur Taylor (2019-2020)  Lily & Lucy Taylor (2019-2022)  Charlotte Holt (2019 to present)
Eliza Woodrow,Born,19th May 2011
Eliza Woodrow,Residence,"Hamburg, Germany"
Eliza Woodrow,Father,Dom Everett
Eliza Woodrow,Mother,Bridget Woodrow
Eliza Woodrow,Sibling(s),Ben Everett (half-brother)
Eliza Woodrow,First appearance,24th August 2022
Eliza Woodrow,Last appearance,17th April 2024
Eliza Woodrow,Duration,2022-2024
Eliza Woodrow,Number of appearances,90
Eliza Woodrow,Played by,Savannah Kunyo
Maggie Cooke,Occupation,Shopkeeper
Maggie Cooke,Born,12th June 1924
Maggie Cooke,Birthplace,"6 Tile Street,Weatherfield"
Maggie Cooke,Residence,Zaire (now the Democratic Republic of the Congo)
Maggie Cooke,Father,Harold Preston
Maggie Cooke,Mother,Margaret Preston
Maggie Cooke,Sibling(s),Betty Williams
Maggie Cooke,Spouse(s),Les Clegg (1947)  Ron Cooke (1974)
Maggie Cooke,Children,"Gordon Clegg (adoptive, 1950)"
Maggie Cooke,First appearance,1st April 1968
Maggie Cooke,Last appearance,13th January 1975
Maggie Cooke,Duration,1968-1975
Maggie Cooke,Number of appearances,414
Maggie Cooke,Played by,Irene Sutcliffe
Gail Chadwick,Born,16th April 1958
Gail Chadwick,Residence,France
Gail Chadwick,Father,Ted Page
Gail Chadwick,Mother,Audrey Roberts
Gail Chadwick,Sibling(s),Stephen Reid (half-brother)
Gail Chadwick,Spouse(s),"Brian Tilsley (1979, 1988)  Martin Platt (1991)  Richard Hillman (2002)  Joe McIntyre (2010)  Michael Rodwell (2015)  Jesse Chadwick (2024)"
Gail Chadwick,Children,Nick Tilsley (1980)  Sarah Barlow (1987)  David Platt (1990)
Gail Chadwick,First appearance,29th July 1974
Gail Chadwick,Last appearance,25th December 2024 (2)
Gail Chadwick,Duration,"1974, 1975-2024"
Gail Chadwick,Number of appearances,4606
Gail Chadwick,Played by,Helen Worth
Sandra Petty,Occupation,Shop assistant
Sandra Petty,Born,21st June 1946
Sandra Petty,Father,Lionel Petty
Sandra Petty,Mother,Mary Petty
Sandra Petty,First appearance,4th November 1964
Sandra Petty,Last appearance,1st December 1965
Sandra Petty,Duration,"1964, 1965"
Sandra Petty,Number of appearances,39
Sandra Petty,Played by,Heather Moore
Billy Williams,Born,18th August 1921
Billy Williams,Died,3rd November 1997
Billy Williams,Spouse(s),Betty Turpin (1995)
Billy Williams,Children,Phil Williams
Billy Williams,First appearance,8th May 1995
Billy Williams,Last appearance,14th February 1997
Billy Williams,Duration,1995-1997
Billy Williams,Number of appearances,60
Billy Williams,Played by,Frank Mills
Ken Barlow,Occupation,Teacher (retired)
Ken Barlow,Born,9th October 1939
Ken Barlow,Birthplace,"3 Coronation Street, Weatherfield"
Ken Barlow,Residence,1 Coronation Street
Ken Barlow,Father,Frank Barlow
Ken Barlow,Mother,Ida Barlow
Ken Barlow,Sibling(s),David Barlow
Ken Barlow,Spouse(s),"Valerie Tatlock (1962)  Janet Reid (1973)  Deirdre Langton (1981, 2005)"
Ken Barlow,Children,"Lawrence Cunningham (1961)  Susan Barlow (1965)  Peter Barlow (1965)  Tracy Langton (adoptive, 1986)  Daniel Osbourne (1995)"
Ken Barlow,First appearance,9th December 1960
Ken Barlow,Duration,"1960-2013, 2014 to present"
Ken Barlow,Number of appearances,4909 (as of Episode 11557/8)
Ken Barlow,Played by,William Roache
Lauren Bolton,Born,1st December 2005
Lauren Bolton,Father,Reece Bolton
Lauren Bolton,Mother,Kerry Bolton
Lauren Bolton,Children,Frankie Bolton (2024)
Lauren Bolton,First appearance,2nd November 2022
