Character,Field,Value
Kirk Sutherland,First appearance,22nd May 2000 (played by a walk-on actor)22nd October 2000 (played by Andrew Whyment)
Kirk Sutherland,Gender,Male
Kirk Sutherland,No times married,1.0
Kirk Sutherland,Spouse(s),"Beth Tinker (2015, bigamous)"
Kirk Sutherland,Sic,Manufacturing
Kirk Sutherland,Duration,2000 to present
Kirk Sutherland,Father,Eric Sutherland
Kirk Sutherland,Number of appearances,1711 (as of Episode 11557/8)
Kirk Sutherland,Mother,Dot Sutherland
Kirk Sutherland,Sibling(s),Maria Connor
Kirk Sutherland,Residence,18a Victoria Street
Kirsty Soames,Children,Ruby Soames (2012)
Kirsty Soames,Played by,Natalie Gumede
Kirsty Soames,Father,Edwin Soames
Kirsty Soames,Number of appearances,196
Kirsty Soames,Born,24th May 1983
Kirsty Soames,Mother,Alison Soames
Kirsty Soames,Occupation,Police Officer (formerly)  Packer
Kirsty Soames,First appearance,7th September 2011
Kirsty Soames,Died,2021
Kirsty Soames,Gender,Female
Kirsty Soames,No times married,0.0
Kirsty Soames,Last appearance,3rd April 2013
Kirsty Soames,Duration,2011-2013
Kirsty Soames,Bigamy committed,False
Kit Green,Duration,2024 to present
Kit Green,Sec,Medium
Kit Green,No times married,0.0
Kit Green,Gender,Unknown
Kit Green,First appearance,13th May 2024 (1)
Kit Green,Born,20th May 1993
Kit Green,Sic,Public admin & defence; social security
Kit Green,Residence,9 Redbank Apartments
Kit Green,Occupation,Detective Constable
Kit Green,Played by,Jacob Roberts
Kit Green,Bigamy committed,False
Kit Green,Mother,Bernie Winter
Kit Green,Sibling(s),Paul Foreman (half-brother)  Gemma Winter-Brown (half-sister)
Kit Green,Number of appearances,198 (as of Episode 11557/8)
Kylie Platt,Sec,Low
Kylie Platt,Children,Max Turner (2006)Lily Platt (2013)
Kylie Platt,Born,22nd August 1987
Kylie Platt,Occupation,Nail technician
Kylie Platt,First appearance,26th August 2010
Kylie Platt,Played by,Paula Lane
Kylie Platt,Gender,Female
Kylie Platt,Spouse(s),David Platt (2011)
Kylie Platt,Bigamy committed,False
Kylie Platt,Birthplace,Eccleston Estate
Kylie Platt,Father,Brian Turner
Kylie Platt,Sic,Other services
Kylie Platt,Duration,2010-2016
Kylie Platt,No times married,1.0
Kylie Platt,Number of appearances,624
Kylie Platt,Sibling(s),Becky McDonald (half-sister)
Kylie Platt,Last appearance,20th July 2016
Kylie Platt,Died,15th July 2016
Lauren Bolton,No times married,0.0
Lauren Bolton,Duration,2022 to present
Lauren Bolton,Gender,Female
Lauren Bolton,Played by,Cait Fitton
Lauren Bolton,Bigamy committed,False
Lauren Bolton,Number of appearances,226 (as of Episode 11557/8)
Lauren Bolton,First appearance,2nd November 2022
Lauren Bolton,Mother,Kerry Bolton
Lauren Bolton,Born,1st December 2005
Lauren Bolton,Children,Frankie Bolton (2024)
Lauren Bolton,Father,Reece Bolton
Leanne Battersby,Mother,Stella Price
Leanne Battersby,Number of appearances,2800 (as of Episode 11557/8)
Leanne Battersby,Duration,"1997-2000, 2004-2006, 2007 to present"
Leanne Battersby,Sec,Medium
Leanne Battersby,Residence,2a Coronation Street
Leanne Battersby,Bigamy committed,False
Leanne Battersby,Spouse(s),"Nick Tilsley (1998, 2013)  Peter Barlow (2010)"
Leanne Battersby,Sic,Accommodation & food services
Leanne Battersby,Sibling(s),Greg Kelly (half-brother)  Eva Price (half-sister)
Leanne Battersby,First appearance,4th July 1997
Leanne Battersby,Played by,Jane Danson
Leanne Battersby,Father,Les Battersby
Leanne Battersby,Gender,Female
Leanne Battersby,Born,2nd July 1981
Leanne Battersby,Occupation,Co-owner of Speed Daal
Leanne Battersby,Children,Simon Barlow (legal son)  Oliver Battersby (2017)
Leanne Battersby,No times married,3.0
Len Fairclough,Children,Stanley Fairclough (1950)
Len Fairclough,Last appearance,11th May 1983
Len Fairclough,Birthplace,"Fazakerley, Liverpool"
Len Fairclough,Mother,Grace Fairclough
Len Fairclough,Gender,Male
Len Fairclough,Father,Ned Fairclough
Len Fairclough,First appearance,25th January 1961
Len Fairclough,Sic,Construction
Len Fairclough,Born,5th November 1924
Len Fairclough,Died,7th December 1983
Len Fairclough,Duration,1961-1983
Len Fairclough,Sec,Low
Len Fairclough,Played by,Peter Adamson
Len Fairclough,Number of appearances,1764
Len Fairclough,No times married,2.0
Len Fairclough,Occupation,Builder
Len Fairclough,Spouse(s),Nellie Briggs (1949)  Rita Littlewood (1977)
Len Fairclough,Bigamy committed,False
Leo Thompkins,Sic,Construction
Leo Thompkins,Last appearance,26th September 2022  2nd March 2023 (hallucination)
Leo Thompkins,Duration,2021-2022
Leo Thompkins,Gender,Male
Leo Thompkins,No times married,0.0
Leo Thompkins,Sec,High
Leo Thompkins,Occupation,Civil engineer
Leo Thompkins,Died,26th September 2022
Leo Thompkins,Played by,Joe Frost
Leo Thompkins,Bigamy committed,False
Leo Thompkins,Number of appearances,67
Leo Thompkins,First appearance,27th September 2021
Leo Thompkins,Father,Teddy Thompkins
Leonard Swindley,Father,Thomas Swindley
Leonard Swindley,Played by,Arthur Lowe
Leonard Swindley,No times married,0.0
Leonard Swindley,Number of appearances,197 (Coronation Street)36 (Pardon the Expression)6 (Turn out the Lights)
Leonard Swindley,Born,9th December 1916
Leonard Swindley,Gender,Male
Leonard Swindley,Duration,"1960-1961, 1962-1965 (Coronation Street) 1965-1966 (Pardon the Expression)  1967 (Turn out the Lights)"
Leonard Swindley,Sec,Low
Leonard Swindley,Sic,"Wholesale, retail & repair of motor vehicles"
Leonard Swindley,Sibling(s),Hilda Barnett
Leonard Swindley,Birthplace,Weatherfield
Leonard Swindley,Last appearance,"31st May 1965 (Coronation Street)One For Yes, Two For No (Turn out the Lights)"
Leonard Swindley,Mother,Eliza-Jane Swindley
Leonard Swindley,Occupation,Shopkeeper
Leonard Swindley,Bigamy committed,False
Leonard Swindley,First appearance,16th December 1960
Les Battersby-Brown,Number of appearances,1022
Les Battersby-Brown,Died,27th November 2024
Les Battersby-Brown,Occupation,Taxi driverRoadie
Les Battersby-Brown,Bigamy committed,False
Les Battersby-Brown,Sibling(s),Josie
Les Battersby-Brown,First appearance,4th July 1997
Les Battersby-Brown,Mother,Betty Battersby
Les Battersby-Brown,Last appearance,5th May 2008
Les Battersby-Brown,Spouse(s),a wife  Janice Lee (1994)  Cilla Brown (2005)
Les Battersby-Brown,Sec,Low
Les Battersby-Brown,Duration,"1997-2007, 2008 (see background information)"
Les Battersby-Brown,Played by,Bruce Jones
Les Battersby-Brown,Born,28th August 1955
Les Battersby-Brown,Children,Greg Kelly (1972)  Leanne Battersby (1981)
Les Battersby-Brown,Gender,Male
Les Battersby-Brown,No times married,3.0
Les Battersby-Brown,Sic,Transport & storage
Lewis Archer,First appearance,18th December 2009
Lewis Archer,Died,1st January 2019
Lewis Archer,Last appearance,1st January 2019
Lewis Archer,Born,2nd October 1950
Lewis Archer,Duration,"2009-2010, 2012-2013, 2018-2019"
Lewis Archer,Occupation,Male Escort  Waiter
Lewis Archer,Played by,Nigel Havers
Lewis Archer,No times married,0.0
Lewis Archer,Number of appearances,186
Lewis Archer,Bigamy committed,False
Lewis Archer,Gender,Male
Liam Connor,Duration,2006-2008
Liam Connor,Spouse(s),Maria Sutherland (2008)
Liam Connor,Sec,High
Liam Connor,First appearance,30th August 2006
Liam Connor,Children,Paul Connor (2008)  Liam Connor (2009)
Liam Connor,No times married,1.0
Liam Connor,Mother,Helen Connor
Liam Connor,Sic,Financial & insurance activities
Liam Connor,Gender,Male
Liam Connor,Died,16th October 2008
Liam Connor,Birthplace,Ireland
Liam Connor,Number of appearances,332
Liam Connor,Born,25th February 1974
Liam Connor,Occupation,Businessman
Liam Connor,Sibling(s),Paul Connor  Michelle Connor
Liam Connor,Last appearance,17th October 2008
Liam Connor,Father,Barry Connor
Liam Connor,Played by,Rob James-Collier
Liam Connor,Bigamy committed,False
Liam Connor (son of Maria Connor),Played by,Imogen Moore (2009)  Logan Pearson (2009)  Ollie & Elliott Barnett (2010-2012)  Charlie Wrenshall (2012 to present)
Liam Connor (son of Maria Connor),Bigamy committed,False
Liam Connor (son of Maria Connor),First appearance,3rd July 2009
Liam Connor (son of Maria Connor),Residence,5 Victoria Court
Liam Connor (son of Maria Connor),No times married,0.0
Liam Connor (son of Maria Connor),Birthplace,Ainsdale Beach
Liam Connor (son of Maria Connor),Number of appearances,312 (as of Episode 11557/8)
Liam Connor (son of Maria Connor),Sibling(s),Paul Connor
Liam Connor (son of Maria Connor),Father,Liam Connor
Liam Connor (son of Maria Connor),Mother,Maria Connor
Liam Connor (son of Maria Connor),Duration,2009 to present
Liam Connor (son of Maria Connor),Gender,Male
Liam Connor (son of Maria Connor),Born,1st July 2009
Lily Platt,Birthplace,"8 Coronation Street, Weatherfield"
Lily Platt,Residence,8 Coronation Street
Lily Platt,Mother,Kylie Platt
Lily Platt,No times married,0.0
Lily Platt,Duration,2013 to present
Lily Platt,Bigamy committed,False
Lily Platt,First appearance,26th August 2013 (2)
Lily Platt,Born,26th August 2013
Lily Platt,Sibling(s),Max Turner (half-brother)
Lily Platt,Number of appearances,301 (as of Episode 11557/8)
Lily Platt,Father,David Platt
Lily Platt,Gender,Female
Lily Platt,Played by,Ava & Lilly Bushell (2013-2014)Betsie & Emmie Taylor (2014-2016)Brooke Malonie (2016 to present)
Linda Baldwin,Sic,Manufacturing
Linda Baldwin,Last appearance,5th September 2001
Linda Baldwin,Duration,1998-2001
Linda Baldwin,Sibling(s),Jimmy Sykes  Ryan Sykes  Dean Sykes  1 other brother
Linda Baldwin,No times married,1.0
Linda Baldwin,Played by,Jacqueline Chadwick
Linda Baldwin,Bigamy committed,False
Linda Baldwin,Mother,Evelyn Elliott
Linda Baldwin,First appearance,14th October 1998
Linda Baldwin,Number of appearances,329
Linda Baldwin,Sec,Low
Linda Baldwin,Born,23rd June 1975
Linda Baldwin,Spouse(s),Mike Baldwin (2000)
Linda Baldwin,Occupation,Machinist
Linda Baldwin,Father,Ray Sykes
Linda Baldwin,Residence,Dublin
Linda Baldwin,Gender,Female
Linda Cheveski,Sec,Low
Linda Cheveski,Mother,Elsie Tanner
Linda Cheveski,Father,Arnold Tanner
Linda Cheveski,Residence,"Toronto, Canada"
Linda Cheveski,Spouse(s),Ivan Cheveski (1958)
Linda Cheveski,Duration,"1960-1961, 1962-1963, 1966, 1967, 1968, 1984"
Linda Cheveski,Last appearance,20th June 1984
Linda Cheveski,Played by,Anne Cunningham
Linda Cheveski,Sibling(s),Dennis Tanner
Linda Cheveski,Sic,Manufacturing
Linda Cheveski,Birthplace,"Rovers Return Inn,Weatherfield"
Linda Cheveski,Children,Paul Cheveski (1961)  Martin Cheveski (1964)
Linda Cheveski,Occupation,Factory worker
Linda Cheveski,First appearance,9th December 1960
Linda Cheveski,No times married,1.0
Linda Cheveski,Bigamy committed,False
Linda Cheveski,Gender,Female
Linda Cheveski,Born,8th January 1940
Linda Cheveski,Number of appearances,107
Lionel Petty,Sec,Low
Lionel Petty,First appearance,31st May 1965
Lionel Petty,Sic,"Wholesale, retail & repair of motor vehicles"
Lionel Petty,Number of appearances,47
Lionel Petty,No times married,1.0
Lionel Petty,Last appearance,26th January 1966
Lionel Petty,Residence,"Rhondda, Wales"
Lionel Petty,Gender,Male
Lionel Petty,Played by,Edward Evans
Lionel Petty,Children,Sandra Petty (1946)
Lionel Petty,Spouse(s),Mary Petty
Lionel Petty,Occupation,Shopkeeper
Lionel Petty,Duration,1965-1966
Lionel Petty,Bigamy committed,False
Lisa Duckworth,Bigamy committed,False
Lisa Duckworth,Spouse(s),Terry Duckworth (1992)
Lisa Duckworth,Children,Tommy Duckworth (1992)
Lisa Duckworth,Played by,Caroline Milmoe
Lisa Duckworth,Mother,Doreen Horton
Lisa Duckworth,Gender,Female
Lisa Duckworth,Father,Jeff Horton
Lisa Duckworth,No times married,1.0
Lisa Duckworth,First appearance,5th February 1992
Lisa Duckworth,Number of appearances,75
Lisa Duckworth,Born,16th November 1970
Lisa Duckworth,Duration,1992-1993
Lisa Duckworth,Last appearance,12th February 1993
Lisa Duckworth,Died,12th February 1993
Lisa Swain,Duration,"2021, 2022, 2023, 2024 to present"
Lisa Swain,Number of appearances,247 (as of Episode 11557/8)
Lisa Swain,Bigamy committed,False
Lisa Swain,Sec,Medium
Lisa Swain,Residence,15a Victoria Street
Lisa Swain,Played by,Vicky Myers
Lisa Swain,Sic,Public admin & defence; social security
Lisa Swain,Gender,Female
Lisa Swain,First appearance,7th May 2021 (1)
Lisa Swain,Children,Betsy Swain (legal)
Lisa Swain,Occupation,Detective Sergeant
Lisa Swain,No times married,1.0
Lisa Swain,Spouse(s),Becky Swain
Liz McDonald,Father,George Greenwood
Liz McDonald,Spouse(s),"Jim McDonald (1974, 2000)  Vernon Tomlin (2007)"
Liz McDonald,Occupation,BarmaidReceptionist
Liz McDonald,Duration,"1989-1998, 2000-2001, 2003, 2004-2011, 2013-2020"
Liz McDonald,Children,Andy McDonald (1974)  Steve McDonald (1974)  Katie McDonald (1992)
Liz McDonald,Bigamy committed,False
Liz McDonald,Played by,Beverley Callard
Liz McDonald,Mother,Nancy Greenwood
Liz McDonald,Born,3rd November 1957
Liz McDonald,First appearance,27th October 1989
Liz McDonald,Number of appearances,2420
Liz McDonald,Gender,Female
Liz McDonald,Sec,Low
Liz McDonald,Residence,Spain
Liz McDonald,Sic,Accommodation & food services
Liz McDonald,No times married,3.0
Liz McDonald,Last appearance,17th June 2020
Llio Winter-Brown,Sibling(s),Joseph Brown (half-brother)  Aled Winter-Brown  Bryn Winter-Brown  Carys Winter-Brown
Llio Winter-Brown,Father,Chesney Winter-Brown
Llio Winter-Brown,First appearance,30th October 2019
Llio Winter-Brown,Mother,Gemma Winter-Brown
Llio Winter-Brown,No times married,0.0
Llio Winter-Brown,Gender,Female
Llio Winter-Brown,Bigamy committed,False
Llio Winter-Brown,Born,30th October 2019
Llio Winter-Brown,Number of appearances,92 (as of Episode 11557/8)
Llio Winter-Brown,Duration,"2019-2020, 2022 to present"
Llio Winter-Brown,Birthplace,"Llandudno, Wales"
Llio Winter-Brown,Played by,James Holt (2019-2020)  Arthur Taylor (2019-2020)  Charlotte Holt (2019-2022)  Lily Taylor (2019-2024)  Lucy Taylor (2019 to present)
Llio Winter-Brown,Residence,5 Coronation Street
Lloyd Mullaney,No times married,0.0
Lloyd Mullaney,Residence,Jersey
Lloyd Mullaney,Born,1964
Lloyd Mullaney,First appearance,20th June 2005
Lloyd Mullaney,Number of appearances,954
Lloyd Mullaney,Children,Jenna Kamara (1984)Second daughter (2016)
Lloyd Mullaney,Occupation,Taxi driver  Businessman
Lloyd Mullaney,Gender,Male
Lloyd Mullaney,Last appearance,25th September 2015
Lloyd Mullaney,Duration,"2005-2006, 2007-2011, 2012-2015"
Lloyd Mullaney,Played by,Craig Charles
Lloyd Mullaney,Bigamy committed,False
Lorraine Brownlow,Last appearance,12th March 1999
Lorraine Brownlow,No times married,0.0
Lorraine Brownlow,Number of appearances,73
Lorraine Brownlow,Sec,Low
Lorraine Brownlow,Bigamy committed,False
Lorraine Brownlow,Gender,Female
Lorraine Brownlow,Played by,Holly Newman
Lorraine Brownlow,Sic,Accommodation & food services
Lorraine Brownlow,Duration,"1997, 1998-1999"
Lorraine Brownlow,Occupation,Barmaid
Lorraine Brownlow,First appearance,3rd November 1997
Lucille Hewitt,Father,Harry Hewitt
Lucille Hewitt,Number of appearances,744
Lucille Hewitt,Sic,Manufacturing
Lucille Hewitt,Duration,"1960-1961, 1962-1969, 1970-1974"
Lucille Hewitt,Bigamy committed,False
Lucille Hewitt,Gender,Female
Lucille Hewitt,No times married,0.0
Lucille Hewitt,Played by,Jennifer Moss
Lucille Hewitt,Born,4th May 1949
Lucille Hewitt,Residence,Ireland
Lucille Hewitt,Sibling(s),Christopher Hewitt (half-brother)
Lucille Hewitt,Sec,Low
Lucille Hewitt,Mother,Lizzie Hewitt
Lucille Hewitt,Last appearance,1st July 1974
Lucille Hewitt,Occupation,Factory worker
Lucille Hewitt,First appearance,21st December 1960
Lucy Barlow,Bigamy committed,False
Lucy Barlow,Played by,Katy Carmichael
Lucy Barlow,Father,George Wilson
Lucy Barlow,Occupation,Florist
Lucy Barlow,Number of appearances,95
Lucy Barlow,Duration,2002-2003
Lucy Barlow,Born,25th July 1975
Lucy Barlow,Gender,Female
Lucy Barlow,Last appearance,7th November 2003
Lucy Barlow,Spouse(s),Peter Barlow (2003)
Lucy Barlow,Died,2nd October 2008
Lucy Barlow,Sec,Medium
Lucy Barlow,First appearance,22nd September 2002
Lucy Barlow,Children,Simon Barlow (2003)
Lucy Barlow,Sic,"Wholesale, retail & repair of motor vehicles"
Lucy Barlow,No times married,1.0
Luke Britton,Born,29th December 1990
Luke Britton,Died,5th January 2018
Luke Britton,Last appearance,5th January 2018 (on-screen)10th January 2018 (mobile footage)
Luke Britton,Played by,Dean Fagan
Luke Britton,Sibling(s),Steph Britton
Luke Britton,Sic,"Wholesale, retail & repair of motor vehicles"
Luke Britton,Gender,Male
Luke Britton,Number of appearances,293
Luke Britton,Duration,2014-2018
Luke Britton,No times married,0.0
Luke Britton,Occupation,Mechanic
Luke Britton,First appearance,3rd March 2014
Luke Britton,Sec,Low
Luke Britton,Bigamy committed,False
Luke Strong,First appearance,20th February 2009
Luke Strong,Residence,Rio de Janeiro
Luke Strong,Gender,Male
Luke Strong,Duration,2009
Luke Strong,Sec,High
Luke Strong,Bigamy committed,False
Luke Strong,Played by,Craig Kelly
Luke Strong,Born,c.1975
Luke Strong,Occupation,Businessman
Luke Strong,No times married,0.0
Luke Strong,Last appearance,19th October 2009
Luke Strong,Sic,Financial & insurance activities
Luke Strong,Number of appearances,78
Maddie Heath,Died,1st June 2015
Maddie Heath,Duration,2013-2015
Maddie Heath,No times married,0.0
Maddie Heath,Number of appearances,131
Maddie Heath,Sec,Low
Maddie Heath,Born,3rd February 1997
Maddie Heath,First appearance,25th December 2013
Maddie Heath,Last appearance,1st June 2015 (on-screen)8th June 2015 (voice appearance)
Maddie Heath,Mother,Fran Heath
Maddie Heath,Sic,"Wholesale, retail & repair of motor vehicles"
Maddie Heath,Sibling(s),Ben Heath
Maddie Heath,Played by,Amy James-Kelly
Maddie Heath,Bigamy committed,False
Maddie Heath,Gender,Female
Maddie Heath,Occupation,"Car Valet, Packer"
Maggie Cooke,Residence,Zaire (now the Democratic Republic of the Congo)
Maggie Cooke,Bigamy committed,False
Maggie Cooke,Father,Harold Preston
Maggie Cooke,Sec,Low
Maggie Cooke,Duration,1968-1975
Maggie Cooke,Sibling(s),Betty Williams
Maggie Cooke,Born,12th June 1924
Maggie Cooke,Played by,Irene Sutcliffe
Maggie Cooke,Gender,Female
Maggie Cooke,First appearance,1st April 1968
Maggie Cooke,Birthplace,"6 Tile Street,Weatherfield"
Maggie Cooke,Children,"Gordon Clegg (adoptive, 1950)"
Maggie Cooke,Sic,"Wholesale, retail & repair of motor vehicles"
Maggie Cooke,Occupation,Shopkeeper
Maggie Cooke,Mother,Margaret Preston
Maggie Cooke,Number of appearances,414
Maggie Cooke,Last appearance,13th January 1975
Maggie Cooke,Spouse(s),Les Clegg (1947)  Ron Cooke (1974)
Maggie Cooke,No times married,2.0
Mandy Kamara,Number of appearances,81
Mandy Kamara,No times married,1.0
